2026-03-23 09:45:46 | INFO | CI | === RUN START ===
2026-03-23 09:45:46 | INFO | CI | project=MODULE 3 NOTEBOOK: CORPUS EXPLORATION
2026-03-23 09:45:46 | INFO | CI | repo_dir=nlp-03-text-exploration
2026-03-23 09:45:46 | INFO | CI | python=3.14.3
2026-03-23 09:45:46 | INFO | CI | os=Windows 11
2026-03-23 09:45:46 | INFO | CI | shell=powershell
2026-03-23 09:45:46 | INFO | CI | cwd=notebooks
2026-03-23 09:45:46 | INFO | CI | github_actions=False
2026-03-23 09:45:46 | INFO | CI | ROOT_PATH = .
2026-03-23 09:45:46 | INFO | CI | NOTEBOOKS_PATH = notebooks
2026-03-23 09:45:46 | INFO | CI | SCRIPTS_PATH = scripts
2026-03-23 09:45:46 | INFO | CI | Logger configured.
2026-03-23 09:45:46 | INFO | CI | ========================
2026-03-23 09:45:46 | INFO | CI | Notebook executed successfully!
2026-03-23 09:45:46 | INFO | CI | ========================
